# gradients (DV/DL) for lambdas: 0.0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.0
0.000000 -1.454800 -2.839700 -1.170500 -1.268800 -1.291400 -1.064900 -0.829300 -2.857500 -5.109100 -3.193500 -5.337900 
0.002000 -0.658800 -2.456900 -1.826800 -1.098500 -0.548900 -1.064400 -0.874500 -2.072800 -0.388600 -2.823800 -3.797100 
0.004000 -3.043500 -2.409900 -1.803700 -1.473500 -1.452800 -1.582200 -3.345100 -5.325200 -5.319700 -3.646900 -2.772400 
0.006000 -1.128200 -1.684500 -1.701500 -3.528300 -1.826400 -1.070700 -3.328100 -4.361500 -5.707500 -1.854500 -6.893000 
0.008000 -3.095800 -2.839000 -0.271500 -3.058900 -3.874400 -1.590700 -1.646200 -2.617000 -5.978600 -2.129000 -3.870200 
0.010000 -0.542400 -1.054600 -1.189800 -1.568000 -2.512600 -0.801500 -4.587700 -4.839300 -5.972700 -1.595200 -1.059800 
0.012000 -2.102100 -1.361500 -2.089900 -1.627700 -1.391800 -1.305100 -1.639100 -3.280600 -3.758100 -1.653500 -3.744100 
0.014000 -1.484700 -1.210800 -0.486100 -0.786900 -2.161800 -1.359200 -2.743300 -1.217000 -4.908600 -2.370300 -3.246600 
0.016000 -1.371200 -1.228200 -1.844400 -1.326300 -2.040700 -1.246400 -2.812200 -5.238500 -2.795300 -7.468900 -8.069300 
0.018000 -1.408200 -2.062800 -0.855900 -1.305400 -1.393900 -1.713500 -1.113600 -2.101400 -4.247600 -1.889000 -5.493100 
0.020000 -2.257000 -2.038900 -2.648400 -1.944400 -2.614400 -0.969300 -1.210400 -1.263800 -3.297800 -1.820600 -4.762800 
0.022000 -1.904900 -1.856200 -1.058100 -2.296300 -2.767700 -2.302500 -1.240700 -2.000900 -6.469600 -3.409800 -8.996900 
0.024000 -1.862700 -0.479900 -1.176100 -2.068800 -2.102300 -2.459300 -1.220700 -1.996100 -6.566500 -3.596200 -15.805900 
0.026000 -1.171100 -0.467300 -0.063900 -1.209500 -0.672000 -1.618700 -0.826600 -3.429100 -1.647400 -4.956700 -11.012400 
0.028000 -0.548800 -1.054000 -1.907000 -3.237200 -2.395100 -0.738900 -2.429100 -2.430800 -2.042000 -1.668200 -7.032200 
0.030000 -0.804300 -0.847600 -1.975900 -2.712100 -6.044000 -2.275700 -4.080800 -1.363100 -5.502100 -3.388400 -6.461300 
0.032000 -1.232600 -1.535200 -1.730100 -1.856300 -1.885800 -1.681500 -1.796500 -3.083600 -5.038300 -2.030700 -3.260900 
0.034000 -0.977700 -0.937300 -1.180400 -0.877500 -1.402900 -1.092000 -3.883600 -1.711600 -5.077300 -7.972200 -2.781000 
0.036000 -0.440100 -0.697300 -1.338600 -1.048600 -6.050300 -2.970800 -3.263200 -7.351100 -3.905700 -2.106400 -2.692000 
0.038000 -0.546100 -2.288800 -0.703500 -2.258900 -4.738400 -2.325400 -5.578400 -2.781600 -2.965100 -3.150800 -8.113200 
0.040000 -0.931500 -2.599800 -0.869400 -0.972500 -1.756200 -5.780800 -3.126500 -1.156800 -2.404700 -2.139600 -3.986200 
0.042000 -1.123000 -1.992800 -1.189000 -1.591800 -2.019000 -0.956300 -6.010100 -1.010000 -2.955800 -1.846500 -3.533500 
0.044000 -2.411000 -0.609500 -2.413500 -0.454600 -2.042000 -2.058200 -3.227900 -2.506000 -1.975500 -2.294500 -2.591000 
0.046000 -2.150300 -0.953800 -1.365400 -1.731600 -1.502300 -1.206100 -1.200600 -2.318000 -2.860800 -2.799500 -6.507700 
0.048000 -2.223600 -2.988300 -0.927800 -2.479200 -1.199200 -1.831100 -3.182600 -0.521800 -6.581000 -4.753500 -20.049200 
0.050000 -1.568000 -0.974000 -1.326500 -1.786300 -2.568400 -0.974600 -0.438900 -3.052000 -4.350200 -7.336200 -9.238700 
0.052000 -1.342100 -1.924400 -0.679700 -1.530700 -4.101800 -1.135900 -1.916700 -0.796000 -3.332900 -4.261000 -3.461000 
0.054000 -0.325400 -2.492400 -2.136900 -0.499600 -0.482000 -1.608200 -3.738300 -2.407200 -2.200200 -2.968400 -2.086000 
0.056000 -2.692700 -0.637800 -0.857400 -1.014900 -2.557400 -1.852400 -4.928600 -7.218300 -1.127600 -3.508600 -4.069500 
0.058000 -0.984700 -1.404400 -1.817100 -1.383300 -1.336000 -0.603600 -4.773600 -1.419000 -5.824900 -1.244400 -2.857900 
0.060000 -1.766300 -1.482100 -2.420500 -2.601300 -3.098100 -1.037900 -1.045900 -3.081100 -2.102000 -2.940900 -6.996700 
0.062000 -0.810100 -2.976200 -0.400500 -1.465000 -2.437500 -0.968200 -1.850800 -3.291800 -3.164100 -3.054900 -4.619500 
0.064000 -0.700000 -1.451300 -0.796400 -0.797800 -3.215900 -2.010100 -1.267300 -1.150200 -7.265400 -4.637300 -6.167400 
0.066000 -1.001200 -1.546400 -2.482800 -1.494000 -1.682700 -1.396900 -3.190900 -1.346300 -0.888000 -5.422800 -2.657800 
0.068000 -2.889700 -0.851600 -0.809300 -2.902300 -1.869600 -2.112800 -1.251700 -1.592500 -3.571400 -4.592100 -5.578200 
0.070000 -1.484600 -1.082600 -3.071500 -0.964100 -1.081000 -3.524600 -5.453900 -1.067700 -1.539100 -3.786300 -6.226200 
0.072000 -1.208700 -1.562500 -2.074200 -1.874800 -1.698600 -0.929800 -1.385500 -3.174700 -0.492400 -5.809100 -1.058000 
0.074000 -1.603300 -1.759600 -1.193700 -1.601100 -3.051300 -2.212500 -2.068300 -4.776000 -2.038300 -1.424300 -11.748100 
0.076000 -1.194800 -1.087400 -1.221900 -0.773600 -1.382500 -1.258400 -1.208500 -3.157000 -1.448600 -2.121900 -10.220500 
0.078000 -0.839900 -2.903100 -1.097500 -1.195900 -1.688800 -3.441400 -0.988400 -1.499900 -2.648900 -1.982400 -7.340500 
0.080000 -1.851900 -2.567600 -1.755100 -1.687200 -2.397000 -1.282700 -1.866400 -5.566800 -1.709900 -7.871900 -5.321500 
0.082000 -0.679500 -1.884800 -1.841300 -2.465600 -1.635700 -1.234900 -3.658200 -2.255300 -3.581300 -8.842400 -8.048600 
0.084000 -1.511900 -0.522500 -1.568800 -2.202500 -1.310300 -2.305000 -3.019700 -2.946400 -2.161000 -2.830900 -5.945400 
