# gradients (DV/DL) for lambdas: 0.0 0.05 0.1 0.15 0.2 0.25 0.3 0.35 0.4 0.45 0.5 0.55 0.6 0.65 0.7 0.75 0.8 0.85 0.9 0.95 1.0
0.000000 112.976600 86.088700 59.323500 45.288800 49.364900 40.933500 35.650900 29.760700 31.442500 30.400900 22.590500 24.556400 13.602000 26.504600 12.295500 -24.780600 17.627100 4.163900 15.958000 7.263000 0.443700 
0.002000 146.305700 76.419500 49.121600 47.909600 44.097500 51.715200 38.064700 26.384100 25.147200 27.097000 23.490000 22.087000 6.835000 27.019400 11.341900 -10.302500 22.035500 5.204100 -2.849300 0.948200 -0.451500 
0.004000 143.375600 78.883600 45.055800 53.432500 35.959100 47.107000 29.513200 16.371200 23.473300 21.055700 16.880600 27.580000 16.321800 19.000600 21.030200 13.714700 8.232000 10.344500 -2.677800 8.184000 -8.299100 
0.006000 123.371900 79.790000 60.772100 63.188900 39.146400 32.829400 18.315900 30.745400 19.613300 16.460600 22.139800 4.737600 4.698800 8.496400 14.733400 11.808000 18.122400 -7.074700 12.113800 1.296900 9.229400 
0.008000 109.459700 74.682200 65.658400 43.865700 35.916400 40.603000 26.140500 19.103800 28.295100 33.523100 24.437200 13.848100 -3.524100 22.115600 2.392400 10.418600 7.638500 3.731000 12.112500 15.213200 1.431000 
0.010000 152.759500 41.482400 66.486100 36.629400 41.241000 32.024800 29.035300 23.447400 21.815600 22.303700 26.481500 20.488800 13.425200 12.935300 -1.151400 -5.306800 6.590700 -9.483300 -2.693400 6.485800 5.016000 
0.012000 134.655700 86.283700 57.775300 48.270600 43.243700 26.636200 34.373400 21.722600 29.611400 25.418400 21.686400 21.692800 4.854700 15.270400 19.209700 -3.833100 -6.677600 10.845200 8.311500 11.065300 8.526600 
0.014000 99.651000 80.123400 59.765500 30.717200 42.312000 27.731800 33.432200 32.142300 22.035600 24.069600 14.985800 14.732000 21.421600 9.117000 20.267000 13.354500 -22.996200 -12.688700 6.415300 -5.537900 -1.972900 
0.016000 131.801000 92.285900 69.643900 55.547200 45.208300 32.347000 36.327900 27.385100 21.304600 19.115500 24.903600 -17.175300 17.019200 14.617400 17.154000 4.734000 -31.118900 11.398100 19.465000 0.138700 14.365500 
0.018000 112.971700 77.021900 65.125100 47.691500 27.589800 34.394700 24.498100 34.407300 28.758200 31.119200 8.375800 13.000800 4.603600 23.451600 -3.314200 9.722800 -35.066300 8.765600 -0.002700 11.033400 -0.808900 
0.020000 134.052100 77.345900 48.894600 50.292500 34.407300 41.910300 34.549400 30.087700 29.993400 20.744800 23.689300 4.461900 8.874500 12.385400 0.040200 15.212400 1.533000 -9.792300 2.743900 13.937700 3.345700 
0.022000 109.406500 78.571900 66.485900 40.416100 52.618400 21.611000 33.262700 29.389500 24.286100 18.136500 20.461500 -4.766800 16.689800 7.623600 18.982400 9.623900 4.805100 1.821500 -1.824000 -3.149900 6.198100 
0.024000 90.476500 74.553000 50.025300 47.737100 51.711500 11.642100 15.495300 20.614500 22.141900 21.917600 23.859500 12.035500 15.497400 -7.489200 19.871700 -33.502100 -3.501100 2.559500 9.496700 3.735700 4.298800 
0.026000 93.269500 66.923100 52.554700 37.281700 46.338600 37.367700 30.332300 30.937400 22.814500 8.304000 14.528100 13.776300 13.602700 7.708700 12.095900 8.377800 -1.981100 1.799500 -5.281000 -0.679200 -4.577500 
0.028000 137.276400 62.429400 59.040200 38.301800 38.691700 32.350600 29.308000 38.090800 18.808300 30.517600 2.666800 10.684600 15.611500 13.746900 19.690900 -1.804300 -1.447700 -2.437600 2.346100 -0.192000 0.877600 
0.030000 138.558800 72.438000 54.515700 48.752000 44.262500 25.382000 31.074100 22.963200 26.385000 22.870000 19.038000 -13.218200 -8.750200 9.516600 15.869200 0.761500 -10.280600 3.023600 -1.182600 -2.928300 3.515800 
0.032000 113.987600 75.965200 57.520700 40.621400 46.616100 30.577100 23.665800 17.676800 35.002800 25.764500 24.647100 25.276900 20.991700 14.328800 23.875100 -7.091900 -2.715400 -3.160700 5.285300 -5.826500 1.106700 
0.034000 145.361900 66.834100 72.621300 49.298800 45.651000 31.162900 24.403100 27.106900 29.291700 24.872600 20.049600 13.807700 13.951300 10.336800 10.668700 13.284800 2.850500 -19.695300 -6.107000 -9.070300 4.747300 
0.036000 107.538500 77.147700 63.266900 40.185400 34.875300 40.538900 32.601100 29.058900 28.158600 29.292900 20.432900 8.895900 7.147100 12.314700 11.168300 3.665900 -2.224900 2.572400 -9.290600 2.704800 8.164900 
0.038000 118.675700 89.503400 77.627300 26.721600 38.745200 26.193900 35.799000 30.231000 29.796800 5.424800 21.145700 22.900400 18.306200 8.919300 12.262200 -5.757900 7.895700 -0.293700 -5.666700 0.372500 11.065300 
0.040000 122.819800 82.352200 58.646700 50.893500 36.499800 48.997300 32.060700 23.918300 21.776600 21.704900 22.224500 25.613900 7.256100 14.612600 18.671300 0.139900 10.494900 -1.517500 -2.820500 4.883700 6.106400 
0.042000 144.047800 67.877900 66.509600 37.342500 49.986300 35.639700 41.039800 27.583600 22.573600 22.284400 24.420800 15.772500 9.234200 15.041100 22.544300 7.023300 16.033600 15.668200 -6.217700 -3.503100 2.810900 
0.044000 115.290400 51.341800 55.428600 49.014900 40.974300 31.634500 45.610500 32.645300 21.886200 20.521400 25.184200 14.539000 3.628900 16.155900 7.360900 10.821800 17.539100 1.188600 -1.294000 0.564500 3.516500 
0.046000 117.386100 77.467700 59.329100 46.158900 39.313200 34.395600 20.274400 23.962100 29.647400 27.113600 25.070200 -2.814000 15.968700 20.955900 3.816900 -16.457200 4.025200 -7.617900 -10.726200 5.612300 10.859800 
0.048000 115.060100 75.593000 59.952500 44.091800 50.934300 17.561500 34.957200 24.137700 28.767800 23.782300 29.528600 5.856000 17.941000 18.664800 6.597800 4.448500 4.943900 -10.466900 -6.715000 2.015300 5.803300 
0.050000 119.189300 78.234700 63.059300 54.467100 41.089100 34.725500 41.963200 28.596900 31.337900 18.946700 15.494600 10.482900 11.886600 17.020300 8.265900 7.015300 9.578000 -0.119700 9.908900 -5.061800 9.140000 
0.052000 139.210400 58.493100 62.565200 52.792600 27.989400 43.104000 30.010100 26.845500 30.282600 19.582100 26.005900 9.856400 22.351400 7.682400 2.966500 13.536300 1.585900 -11.399700 -0.825400 -5.058200 5.770200 
0.054000 123.792200 83.770000 25.159900 45.882100 43.648900 38.447900 32.046400 30.108500 25.011400 29.698400 15.527200 28.451400 17.698700 7.181200 -7.643300 6.931500 4.902300 -7.297800 2.440400 -9.891000 11.488200 
0.056000 116.025700 86.719300 34.572600 41.905700 49.132500 35.450800 18.040900 32.332800 24.996600 16.522600 20.284500 10.727400 11.557900 11.434600 4.658700 -2.063000 12.868900 -14.021600 2.640000 6.868800 10.493000 
0.058000 126.549700 85.224400 49.318800 38.754700 43.141900 38.684600 34.350500 24.887300 14.410900 29.595200 23.923200 20.057400 18.574400 7.592000 4.950600 7.654100 -19.160900 -8.394000 -6.514900 -6.132300 4.396000 
0.060000 123.319900 84.407200 49.625100 43.615900 48.659800 38.607400 20.632700 30.199700 29.191900 24.840100 14.326300 12.336900 8.504300 3.946600 2.191600 13.827400 -9.977300 6.794600 -2.663000 -8.045800 6.310600 
0.062000 112.721100 66.998300 44.994800 36.758900 50.513900 22.181400 19.665300 28.189400 17.286300 29.972200 25.730000 17.340200 0.314000 -0.463600 12.627100 -5.961000 -15.368700 -0.060700 -12.356500 -7.689700 9.351000 
0.064000 121.057600 86.252600 66.269200 37.664200 49.479700 38.354200 31.708900 29.950300 28.463100 21.194800 6.016200 14.911100 0.502000 15.695200 8.337400 -13.600900 4.969400 -1.184900 -2.861000 9.439700 -0.918600 
0.066000 107.040500 61.200700 50.189400 46.257500 52.750600 37.012500 28.511100 32.230600 20.246800 30.762700 19.308700 8.954900 6.396700 14.244800 22.138400 -3.475900 -18.922700 5.417200 1.665800 -5.590500 -8.052500 
0.068000 113.675700 68.623100 42.879200 46.067300 35.351000 36.565400 42.928000 27.921200 27.942300 10.436000 20.343200 17.766900 7.801300 15.964300 25.185200 3.074300 -12.175700 -12.277900 0.281900 -9.068100 12.883100 
0.070000 130.357400 82.591100 60.541000 54.437600 43.138700 23.749600 24.055900 22.331300 11.292500 18.591700 13.664800 8.315000 10.337900 12.957000 16.544000 1.650600 -1.248000 -9.037400 -3.734400 6.566100 4.640900 
0.072000 128.412500 60.735900 65.547700 25.592300 47.301400 38.528800 27.930000 21.171900 24.273600 23.005800 15.442300 18.307500 0.937600 12.497100 21.980400 17.313000 5.197400 -10.243500 5.821900 4.689700 5.220700 
0.074000 116.863000 88.380300 52.497200 42.294600 37.675000 31.103700 9.258000 29.449900 15.439300 22.064700 29.797300 7.594300 17.737500 -14.467900 15.974600 17.174400 -19.621400 -5.066900 -8.166700 7.786300 6.875500 
0.076000 109.804900 83.553900 80.964600 43.981300 50.902200 22.404400 34.185200 24.183400 29.733300 2.748900 25.134300 17.036100 19.754900 15.358000 -2.848100 5.584400 -25.802600 -18.661600 -10.575100 -13.038500 5.116000 
0.078000 108.078500 72.239300 59.792200 42.034700 44.513600 27.212200 36.279100 17.686000 36.558800 30.085900 29.615800 3.647300 14.809100 1.383700 -6.458800 16.748000 -5.756700 2.387600 -12.367100 -6.746500 10.003700 
0.080000 138.040100 70.233300 67.162000 45.474600 44.364100 20.828500 34.472200 18.809000 27.844900 19.388100 23.464600 17.873000 9.626500 14.522100 3.760500 15.898700 8.484300 -8.297200 1.544400 4.378200 2.881800 
0.082000 112.787000 79.672900 73.064900 34.537000 39.373000 34.862900 46.799900 31.033200 15.077300 26.773200 12.418700 18.232800 9.071100 14.767200 -2.990000 3.145200 1.901400 -11.102600 0.442200 -1.657400 9.514400 
0.084000 143.141900 59.802900 61.271800 32.446300 38.039600 28.490900 26.385600 27.020200 12.327600 33.694200 24.635400 13.079900 13.919800 -2.885200 9.581600 4.362100 2.591900 -9.038200 -4.689200 4.529000 3.292200 
0.086000 104.442400 54.527900 71.181200 34.440700 26.716400 17.298300 27.498600 25.169700 31.823800 11.143200 18.210200 21.633600 7.585800 -9.898900 -8.533100 15.312300 -19.466400 2.207300 5.055300 -5.495600 8.275700 
0.088000 80.130700 98.109700 58.718900 56.633500 27.182100 36.245900 31.892100 28.356100 20.428500 20.884400 22.584300 12.033600 -7.304900 -0.597700 3.883500 14.026800 -10.657800 0.390400 -4.514100 -4.292800 3.677300 
0.090000 137.088600 89.328900 69.691000 34.960500 44.498900 27.731900 28.157000 24.190800 26.851000 23.905500 28.991800 23.338900 23.433200 3.623200 3.700900 1.273000 -8.771900 -13.506800 -16.764100 3.714900 -6.543600 
0.092000 127.074700 73.045700 63.795200 40.455600 39.079300 34.561200 32.360500 21.385500 27.213500 30.545200 26.869700 21.377400 17.008000 9.220200 7.285800 -16.347400 -11.954300 -4.679600 7.055800 -7.284300 6.233900 
0.094000 120.483900 76.558100 65.554700 42.615900 41.784700 18.443100 10.510500 20.760200 30.817600 24.293800 25.515700 10.396800 6.709200 11.097600 7.239400 -5.003900 -13.592800 -12.962900 -0.936800 4.413900 5.971500 
