# gradients (DV/DL) for lambdas: 0.0 0.05 0.1 0.15 0.2 0.3 0.4 0.5 0.6 0.65 0.7 0.75 0.8 0.85 0.9 1.0
0.000000 85.989200 71.051200 50.198500 40.190100 29.515900 26.839000 29.681300 28.772300 11.631000 -1.000200 -8.554900 -43.311300 -34.218000 -53.235500 -9.209900 1.826700 
0.002000 90.424800 74.640000 53.689400 32.775900 31.175000 33.125200 36.195800 10.911700 3.585500 4.295900 -20.974600 -19.272700 -56.476500 -28.344900 -26.564000 -5.292900 
0.004000 126.449400 56.928400 17.437500 35.680500 36.827600 16.702500 21.248800 26.403600 -1.715000 -6.754700 10.826000 -29.445500 -38.293000 -18.757800 -33.326900 2.394700 
0.006000 117.832000 65.683200 38.387700 29.587500 3.090600 16.773600 14.904900 20.902500 -0.865000 0.872100 1.432300 -24.825900 -10.786700 -43.146200 -22.043900 9.006400 
0.008000 129.417400 69.787100 81.303800 49.031600 39.122400 14.229600 27.961900 23.480400 11.833900 12.695200 -3.124800 -12.397100 10.438100 -18.377200 -19.518500 1.719500 
0.010000 82.653100 75.685000 42.382500 42.254600 33.875000 17.923100 17.801900 31.984200 13.019700 -5.585000 12.360800 6.417400 9.438500 -16.039100 -23.225500 -5.135800 
0.012000 91.009700 64.688700 43.990500 60.681300 48.668400 31.244200 31.944600 18.219500 8.409900 19.679000 13.976600 -25.751300 -47.011500 -37.712100 -10.604300 8.575400 
0.014000 114.900400 73.888500 50.462600 49.422100 48.946500 19.207000 21.606000 7.250600 2.281400 9.241200 -10.194400 8.431700 0.233500 -17.926200 -17.526300 1.097600 
0.016000 116.061200 64.145800 67.971100 36.755200 37.176700 27.743100 26.057400 16.143000 23.495300 -0.967700 -0.496400 -4.898900 -15.017300 -20.479600 -26.790000 0.651700 
0.018000 89.338100 68.402400 60.701200 47.188800 22.574100 32.033900 25.942800 17.343600 6.272000 21.271000 -22.200700 -36.657300 -71.441300 -26.265600 -21.733500 -9.405300 
0.020000 81.441200 54.081300 53.457000 39.947000 47.551700 27.329400 33.948900 4.378600 -5.980400 18.546700 -7.321900 -17.329200 -40.188100 -19.503800 -3.379900 -3.163300 
0.022000 112.074700 61.075400 62.277400 54.933100 33.891000 44.247300 22.188800 17.995100 -16.355300 13.852500 2.947400 24.728600 -39.386400 -23.839500 -29.000900 0.669300 
0.024000 105.690300 59.423200 49.729600 35.832300 30.637200 15.945500 32.963300 18.797900 3.035900 -10.698900 0.867200 -7.947200 -37.941600 -17.117900 -28.853000 3.841400 
0.026000 97.921700 83.294800 49.661400 32.953500 23.725300 10.990700 2.017000 15.425600 -2.412600 5.756100 0.157000 -28.361200 -17.265100 -46.724500 -19.847800 -5.408700 
0.028000 95.799800 50.918700 49.311900 31.471400 37.374200 25.066800 22.339900 7.221000 -10.964300 -11.706100 -12.980700 -32.882200 -49.948500 -33.742000 -25.242200 -3.258500 
0.030000 106.265300 53.042100 39.759800 38.049400 37.448900 20.981300 18.309400 27.782500 -12.736000 -1.425100 -4.939200 -15.692700 6.606300 -53.700100 -27.840900 -5.533300 
0.032000 104.969700 72.085800 45.273700 28.793100 42.621500 37.806900 20.196800 23.032900 19.779000 5.451900 13.150700 6.396700 -22.637200 -31.578600 -10.406000 6.181200 
0.034000 82.669500 63.778700 62.910700 45.730500 39.035000 17.968600 28.295400 12.669800 8.652100 -5.833400 4.681100 -5.998800 -46.917600 -23.988100 -19.487800 1.207100 
0.036000 109.805100 78.992600 58.791000 50.958800 34.881800 26.967700 17.498000 9.147000 -0.944000 -4.092900 9.443500 -4.512700 -42.132100 -29.094700 -3.588100 -9.192600 
0.038000 112.094400 57.837100 44.490800 52.149700 32.267800 24.410100 18.728400 13.629300 -5.684200 4.483300 -20.799600 -8.813500 -19.880500 -19.885400 -20.118000 -2.309700 
0.040000 104.500500 58.954200 46.603400 30.090600 41.237300 28.671100 21.681100 9.514500 18.131300 -18.883400 3.257300 10.344100 -21.264400 -38.681700 4.032200 0.557600 
